Order ID,Order Date,Year,Month,Month-Year,Customer ID,Customer Name,Region,Category,Product,Quantity,Unit Price ($),Total Amount ($),Payment Method,Status
ORD-2025378,06-10-2025,2025,Oct,2025-10,CUST-1001,Aarav Sharma,North,Home & Kitchen,Air Fryer,1,265.28,265.28,UPI,Completed
ORD-2025379,13-04-2025,2025,Apr,2025-04,CUST-1006,Neha Gupta,East,Home & Kitchen,Blender,5,284.21,1421.05,Debit Card,Completed
ORD-2025380,15-07-2025,2025,Jul,2025-07,CUST-1010,Sneha Kulkarni,West,Home & Kitchen,Ergonomic Chair,1,200.99,200.99,Credit Card,Completed
ORD-2025381,28-12-2025,2025,Dec,2025-12,CUST-1004,Ananya Iyer,South,Clothing,Denim Jacket,4,93.36,373.44,Net Banking,Completed
ORD-2025382,03-01-2025,2025,Jan,2025-01,CUST-1002,Priya Patel,West,Electronics,Smartwatch,1,164.3,164.3,Net Banking,Completed
ORD-2025383,23-09-2025,2025,Sep,2025-09,CUST-1005,Vikram Singh,West,Clothing,Cotton T-Shirt,3,97.94,293.82,UPI,Completed
ORD-2025384,25-06-2025,2025,Jun,2025-06,CUST-1009,Amit Joshi,West,Books & Media,Audiobook Subscription,3,19.96,59.88,UPI,Completed
ORD-2025385,24-11-2025,2025,Nov,2025-11,CUST-1008,Pooja Mukherjee,East,Electronics,4K Monitor,1,249.86,249.86,UPI,Completed
ORD-2025386,01-05-2025,2025,May,2025-05,CUST-1007,Siddharth Rao,South,Books & Media,Audiobook Subscription,3,40.22,120.66,Net Banking,Completed
ORD-2025387,06-09-2025,2025,Sep,2025-09,CUST-1005,Vikram Singh,West,Clothing,Denim Jacket,3,49.84,149.52,UPI,Completed
ORD-2025388,31-01-2025,2025,Jan,2025-01,CUST-1008,Pooja Mukherjee,East,Electronics,4K Monitor,5,1191.62,5958.1,Debit Card,Cancelled
ORD-2025389,01-09-2025,2025,Sep,2025-09,CUST-1003,Rohan Verma,North,Clothing,Running Shoes,3,55.76,167.28,UPI,Completed
ORD-2025390,29-06-2025,2025,Jun,2025-06,CUST-1001,Aarav Sharma,North,Electronics,Wireless Headphones,1,548.16,548.16,Net Banking,Completed
ORD-2025391,29-04-2025,2025,Apr,2025-04,CUST-1009,Amit Joshi,West,Electronics,Laptop,3,1044.06,3132.18,Credit Card,Completed
ORD-2025392,07-02-2025,2025,Feb,2025-02,CUST-1009,Amit Joshi,West,Home & Kitchen,Desk Lamp,3,334.47,1003.41,Debit Card,Completed
ORD-2025393,29-10-2025,2025,Oct,2025-10,CUST-1002,Priya Patel,West,Books & Media,Sci-Fi Novel,5,10.3,51.5,Debit Card,Completed
ORD-2025394,02-05-2025,2025,May,2025-05,CUST-1002,Priya Patel,West,Clothing,Denim Jacket,4,68.57,274.28,UPI,Completed
ORD-2025395,20-07-2025,2025,Jul,2025-07,CUST-1009,Amit Joshi,West,Clothing,Hoodie,3,51.93,155.79,UPI,Completed
ORD-2025396,13-01-2025,2025,Jan,2025-01,CUST-1003,Rohan Verma,North,Home & Kitchen,Ergonomic Chair,5,68.84,344.2,Net Banking,Completed
ORD-2025397,31-12-2025,2025,Dec,2025-12,CUST-1010,Sneha Kulkarni,West,Books & Media,Data Science Handbook,2,15.07,30.14,Credit Card,Completed
ORD-2025398,10-10-2025,2025,Oct,2025-10,CUST-1007,Siddharth Rao,South,Books & Media,Python Programming Book,3,31.91,95.73,UPI,Completed
ORD-2025399,26-01-2025,2025,Jan,2025-01,CUST-1006,Neha Gupta,East,Electronics,Laptop,4,117.3,469.2,UPI,Completed
ORD-2025400,03-06-2025,2025,Jun,2025-06,CUST-1005,Vikram Singh,West,Books & Media,Productivity Planner,1,40.86,40.86,Debit Card,Completed
ORD-2025401,02-03-2025,2025,Mar,2025-03,CUST-1003,Rohan Verma,North,Home & Kitchen,Blender,4,146.05,584.2,Debit Card,Completed
ORD-2025402,29-06-2025,2025,Jun,2025-06,CUST-1003,Rohan Verma,North,Books & Media,Python Programming Book,2,27.18,54.36,Debit Card,Completed
ORD-2025403,28-02-2025,2025,Feb,2025-02,CUST-1010,Sneha Kulkarni,West,Electronics,Wireless Headphones,2,740.99,1481.98,Credit Card,Completed
ORD-2025404,28-11-2025,2025,Nov,2025-11,CUST-1004,Ananya Iyer,South,Home & Kitchen,Desk Lamp,2,345.97,691.94,Debit Card,Completed
ORD-2025405,24-03-2025,2025,Mar,2025-03,CUST-1010,Sneha Kulkarni,West,Home & Kitchen,Blender,5,192.11,960.55,UPI,Completed
ORD-2025406,22-10-2025,2025,Oct,2025-10,CUST-1008,Pooja Mukherjee,East,Books & Media,Data Science Handbook,4,36.42,145.68,Debit Card,Completed
ORD-2025407,26-01-2025,2025,Jan,2025-01,CUST-1005,Vikram Singh,West,Books & Media,Audiobook Subscription,1,59.9,59.9,Debit Card,Completed
ORD-2025408,03-06-2025,2025,Jun,2025-06,CUST-1002,Priya Patel,West,Books & Media,Python Programming Book,5,43.46,217.3,Debit Card,Completed
ORD-2025409,22-03-2025,2025,Mar,2025-03,CUST-1001,Aarav Sharma,North,Books & Media,Audiobook Subscription,4,47.65,190.6,UPI,Completed
ORD-2025410,26-12-2025,2025,Dec,2025-12,CUST-1002,Priya Patel,West,Books & Media,Python Programming Book,4,55.91,223.64,Credit Card,Cancelled
ORD-2025411,25-08-2025,2025,Aug,2025-08,CUST-1005,Vikram Singh,West,Home & Kitchen,Air Fryer,3,257.49,772.47,UPI,Completed
ORD-2025412,16-04-2025,2025,Apr,2025-04,CUST-1006,Neha Gupta,East,Clothing,Leather Belt,1,59.15,59.15,UPI,Completed
ORD-2025413,06-02-2025,2025,Feb,2025-02,CUST-1007,Siddharth Rao,South,Home & Kitchen,Blender,1,278.99,278.99,Credit Card,Completed
ORD-2025414,20-06-2025,2025,Jun,2025-06,CUST-1005,Vikram Singh,West,Clothing,Hoodie,2,96.22,192.44,UPI,Completed
ORD-2025415,25-11-2025,2025,Nov,2025-11,CUST-1005,Vikram Singh,West,Clothing,Hoodie,1,94.7,94.7,Net Banking,Completed
ORD-2025416,27-12-2025,2025,Dec,2025-12,CUST-1001,Aarav Sharma,North,Clothing,Hoodie,1,98.87,98.87,Net Banking,Completed
ORD-2025417,05-08-2025,2025,Aug,2025-08,CUST-1009,Amit Joshi,West,Books & Media,Audiobook Subscription,1,54.97,54.97,Debit Card,Completed
ORD-2025418,23-05-2025,2025,May,2025-05,CUST-1010,Sneha Kulkarni,West,Clothing,Hoodie,3,62.83,188.49,Credit Card,Completed
ORD-2025419,05-06-2025,2025,Jun,2025-06,CUST-1009,Amit Joshi,West,Home & Kitchen,Blender,2,180.37,360.74,Credit Card,Completed
ORD-2025420,09-02-2025,2025,Feb,2025-02,CUST-1002,Priya Patel,West,Electronics,4K Monitor,2,605.84,1211.68,Net Banking,Completed
ORD-2025421,11-08-2025,2025,Aug,2025-08,CUST-1002,Priya Patel,West,Electronics,Smartphone,2,946.37,1892.74,UPI,Completed
ORD-2025422,07-04-2025,2025,Apr,2025-04,CUST-1009,Amit Joshi,West,Books & Media,Data Science Handbook,3,11.55,34.65,Credit Card,Completed
ORD-2025423,14-07-2025,2025,Jul,2025-07,CUST-1010,Sneha Kulkarni,West,Clothing,Running Shoes,1,41.42,41.42,Credit Card,Pending
ORD-2025424,11-10-2025,2025,Oct,2025-10,CUST-1002,Priya Patel,West,Books & Media,Productivity Planner,5,28.83,144.15,UPI,Completed
ORD-2025425,24-09-2025,2025,Sep,2025-09,CUST-1005,Vikram Singh,West,Electronics,Smartwatch,1,441.45,441.45,Credit Card,Completed
ORD-2025426,14-09-2025,2025,Sep,2025-09,CUST-1006,Neha Gupta,East,Books & Media,Python Programming Book,5,25.41,127.05,Credit Card,Cancelled
ORD-2025427,06-09-2025,2025,Sep,2025-09,CUST-1007,Siddharth Rao,South,Electronics,Smartwatch,1,997.34,997.34,Credit Card,Completed
ORD-2025428,05-05-2025,2025,May,2025-05,CUST-1001,Aarav Sharma,North,Clothing,Denim Jacket,3,59.91,179.73,Debit Card,Completed
ORD-2025429,02-12-2025,2025,Dec,2025-12,CUST-1005,Vikram Singh,West,Books & Media,Productivity Planner,4,37.41,149.64,Debit Card,Pending
ORD-2025430,27-06-2025,2025,Jun,2025-06,CUST-1007,Siddharth Rao,South,Books & Media,Productivity Planner,5,54.63,273.15,UPI,Completed
ORD-2025431,04-10-2025,2025,Oct,2025-10,CUST-1006,Neha Gupta,East,Clothing,Hoodie,3,91.56,274.68,Credit Card,Completed
ORD-2025432,25-06-2025,2025,Jun,2025-06,CUST-1006,Neha Gupta,East,Clothing,Hoodie,5,114.28,571.4,Net Banking,Completed
ORD-2025433,23-05-2025,2025,May,2025-05,CUST-1001,Aarav Sharma,North,Home & Kitchen,Blender,5,336.42,1682.1,Net Banking,Completed
ORD-2025434,26-01-2025,2025,Jan,2025-01,CUST-1001,Aarav Sharma,North,Electronics,4K Monitor,5,302.13,1510.65,UPI,Completed
ORD-2025435,28-05-2025,2025,May,2025-05,CUST-1002,Priya Patel,West,Books & Media,Productivity Planner,1,32.08,32.08,UPI,Completed
ORD-2025436,23-05-2025,2025,May,2025-05,CUST-1005,Vikram Singh,West,Electronics,Wireless Headphones,5,444.87,2224.35,Credit Card,Completed
ORD-2025437,01-04-2025,2025,Apr,2025-04,CUST-1008,Pooja Mukherjee,East,Clothing,Leather Belt,3,50.25,150.75,Credit Card,Completed
ORD-2025438,11-01-2025,2025,Jan,2025-01,CUST-1010,Sneha Kulkarni,West,Home & Kitchen,Ergonomic Chair,4,338.77,1355.08,UPI,Completed
ORD-2025439,29-06-2025,2025,Jun,2025-06,CUST-1005,Vikram Singh,West,Home & Kitchen,Air Fryer,3,71.79,215.37,Credit Card,Completed
ORD-2025440,05-06-2025,2025,Jun,2025-06,CUST-1004,Ananya Iyer,South,Clothing,Hoodie,3,27.11,81.33,Debit Card,Completed
ORD-2025441,05-03-2025,2025,Mar,2025-03,CUST-1004,Ananya Iyer,South,Electronics,Smartwatch,4,725.13,2900.52,Debit Card,Completed
ORD-2025442,15-10-2025,2025,Oct,2025-10,CUST-1004,Ananya Iyer,South,Books & Media,Data Science Handbook,3,31.71,95.13,Debit Card,Completed
ORD-2025443,30-12-2025,2025,Dec,2025-12,CUST-1003,Rohan Verma,North,Electronics,Laptop,4,762.65,3050.6,Net Banking,Completed
ORD-2025444,09-02-2025,2025,Feb,2025-02,CUST-1010,Sneha Kulkarni,West,Clothing,Leather Belt,1,87.56,87.56,Net Banking,Completed
ORD-2025445,07-08-2025,2025,Aug,2025-08,CUST-1003,Rohan Verma,North,Home & Kitchen,Coffee Maker,2,163.04,326.08,UPI,Completed
ORD-2025446,02-07-2025,2025,Jul,2025-07,CUST-1001,Aarav Sharma,North,Home & Kitchen,Coffee Maker,3,72.71,218.13,Debit Card,Completed
ORD-2025447,11-10-2025,2025,Oct,2025-10,CUST-1009,Amit Joshi,West,Clothing,Leather Belt,5,104.1,520.5,Net Banking,Completed
ORD-2025448,16-05-2025,2025,May,2025-05,CUST-1008,Pooja Mukherjee,East,Electronics,Laptop,3,499.2,1497.6,Debit Card,Completed
ORD-2025449,12-02-2025,2025,Feb,2025-02,CUST-1009,Amit Joshi,West,Clothing,Leather Belt,5,99.71,498.55,UPI,Completed
ORD-2025450,06-07-2025,2025,Jul,2025-07,CUST-1001,Aarav Sharma,North,Clothing,Cotton T-Shirt,3,36.5,109.5,Credit Card,Completed
ORD-2025451,29-07-2025,2025,Jul,2025-07,CUST-1005,Vikram Singh,West,Home & Kitchen,Blender,3,86.82,260.46,Net Banking,Completed
ORD-2025452,14-04-2025,2025,Apr,2025-04,CUST-1008,Pooja Mukherjee,East,Home & Kitchen,Desk Lamp,1,77.95,77.95,UPI,Completed
ORD-2025453,09-09-2025,2025,Sep,2025-09,CUST-1002,Priya Patel,West,Books & Media,Sci-Fi Novel,3,51.38,154.14,Debit Card,Completed
ORD-2025454,19-03-2025,2025,Mar,2025-03,CUST-1006,Neha Gupta,East,Electronics,Laptop,1,1156.22,1156.22,Debit Card,Completed
ORD-2025455,08-08-2025,2025,Aug,2025-08,CUST-1002,Priya Patel,West,Home & Kitchen,Blender,2,178.85,357.7,Net Banking,Completed
ORD-2025456,17-03-2025,2025,Mar,2025-03,CUST-1007,Siddharth Rao,South,Home & Kitchen,Blender,3,226.85,680.55,Net Banking,Cancelled
ORD-2025457,04-12-2025,2025,Dec,2025-12,CUST-1008,Pooja Mukherjee,East,Home & Kitchen,Coffee Maker,2,113.92,227.84,UPI,Completed
ORD-2025458,06-07-2025,2025,Jul,2025-07,CUST-1002,Priya Patel,West,Books & Media,Sci-Fi Novel,1,55.55,55.55,UPI,Completed
ORD-2025459,02-03-2025,2025,Mar,2025-03,CUST-1004,Ananya Iyer,South,Electronics,Laptop,3,772.57,2317.71,Debit Card,Completed
ORD-2025460,10-10-2025,2025,Oct,2025-10,CUST-1010,Sneha Kulkarni,West,Home & Kitchen,Ergonomic Chair,5,236.76,1183.8,Net Banking,Completed
ORD-2025461,23-03-2025,2025,Mar,2025-03,CUST-1010,Sneha Kulkarni,West,Clothing,Cotton T-Shirt,1,97.05,97.05,Net Banking,Completed
ORD-2025462,13-06-2025,2025,Jun,2025-06,CUST-1003,Rohan Verma,North,Home & Kitchen,Blender,3,44.54,133.62,Credit Card,Pending
ORD-2025463,04-06-2025,2025,Jun,2025-06,CUST-1006,Neha Gupta,East,Home & Kitchen,Ergonomic Chair,5,194.51,972.55,Debit Card,Completed
ORD-2025464,20-11-2025,2025,Nov,2025-11,CUST-1001,Aarav Sharma,North,Home & Kitchen,Air Fryer,4,226.79,907.16,Debit Card,Completed
ORD-2025465,03-12-2025,2025,Dec,2025-12,CUST-1007,Siddharth Rao,South,Books & Media,Python Programming Book,3,39.76,119.28,Debit Card,Completed
ORD-2025466,03-04-2025,2025,Apr,2025-04,CUST-1005,Vikram Singh,West,Books & Media,Python Programming Book,5,29.61,148.05,Credit Card,Completed
ORD-2025467,03-04-2025,2025,Apr,2025-04,CUST-1003,Rohan Verma,North,Books & Media,Audiobook Subscription,4,37.26,149.04,Credit Card,Completed
ORD-2025468,18-11-2025,2025,Nov,2025-11,CUST-1010,Sneha Kulkarni,West,Electronics,Smartphone,5,666.21,3331.05,UPI,Completed
ORD-2025469,08-11-2025,2025,Nov,2025-11,CUST-1003,Rohan Verma,North,Electronics,Smartwatch,4,540.55,2162.2,UPI,Completed
ORD-2025470,24-02-2025,2025,Feb,2025-02,CUST-1008,Pooja Mukherjee,East,Electronics,4K Monitor,3,198.64,595.92,Debit Card,Completed
ORD-2025471,30-03-2025,2025,Mar,2025-03,CUST-1003,Rohan Verma,North,Home & Kitchen,Air Fryer,3,158.93,476.79,Net Banking,Completed
ORD-2025472,20-05-2025,2025,May,2025-05,CUST-1003,Rohan Verma,North,Electronics,4K Monitor,1,254.87,254.87,Debit Card,Completed
ORD-2025473,01-02-2025,2025,Feb,2025-02,CUST-1003,Rohan Verma,North,Electronics,4K Monitor,3,517.1,1551.3,Credit Card,Completed
ORD-2025474,18-01-2025,2025,Jan,2025-01,CUST-1002,Priya Patel,West,Books & Media,Productivity Planner,2,49.08,98.16,Net Banking,Completed
ORD-2025475,16-01-2025,2025,Jan,2025-01,CUST-1001,Aarav Sharma,North,Electronics,4K Monitor,4,809.38,3237.52,Credit Card,Completed
ORD-2025476,30-09-2025,2025,Sep,2025-09,CUST-1010,Sneha Kulkarni,West,Clothing,Hoodie,1,48.35,48.35,Debit Card,Completed
ORD-2025477,01-12-2025,2025,Dec,2025-12,CUST-1010,Sneha Kulkarni,West,Electronics,Smartwatch,3,1166.1,3498.3,Credit Card,Pending
ORD-2025478,04-07-2025,2025,Jul,2025-07,CUST-1005,Vikram Singh,West,Electronics,4K Monitor,2,961.53,1923.06,Net Banking,Completed
ORD-2025479,05-01-2025,2025,Jan,2025-01,CUST-1008,Pooja Mukherjee,East,Books & Media,Data Science Handbook,5,51.32,256.6,Credit Card,Completed
ORD-2025480,08-02-2025,2025,Feb,2025-02,CUST-1004,Ananya Iyer,South,Clothing,Denim Jacket,1,56.13,56.13,Debit Card,Pending
ORD-2025481,01-10-2025,2025,Oct,2025-10,CUST-1001,Aarav Sharma,North,Clothing,Cotton T-Shirt,3,61.39,184.17,Credit Card,Completed
ORD-2025482,03-04-2025,2025,Apr,2025-04,CUST-1008,Pooja Mukherjee,East,Books & Media,Audiobook Subscription,4,34.68,138.72,Credit Card,Completed
ORD-2025483,17-01-2025,2025,Jan,2025-01,CUST-1007,Siddharth Rao,South,Electronics,Laptop,2,331.18,662.36,UPI,Completed
ORD-2025484,14-01-2025,2025,Jan,2025-01,CUST-1010,Sneha Kulkarni,West,Clothing,Leather Belt,5,58.99,294.95,Credit Card,Completed
ORD-2025485,11-07-2025,2025,Jul,2025-07,CUST-1006,Neha Gupta,East,Home & Kitchen,Ergonomic Chair,2,315.99,631.98,Net Banking,Completed
ORD-2025486,12-08-2025,2025,Aug,2025-08,CUST-1008,Pooja Mukherjee,East,Books & Media,Audiobook Subscription,5,44.74,223.7,Debit Card,Completed
ORD-2025487,07-10-2025,2025,Oct,2025-10,CUST-1010,Sneha Kulkarni,West,Electronics,Smartphone,3,1168.17,3504.51,UPI,Completed
ORD-2025488,13-05-2025,2025,May,2025-05,CUST-1001,Aarav Sharma,North,Electronics,Smartwatch,2,480.87,961.74,UPI,Completed
ORD-2025489,10-11-2025,2025,Nov,2025-11,CUST-1002,Priya Patel,West,Books & Media,Python Programming Book,4,56.15,224.6,Credit Card,Completed
ORD-2025490,22-01-2025,2025,Jan,2025-01,CUST-1005,Vikram Singh,West,Clothing,Denim Jacket,3,48.38,145.14,UPI,Completed
ORD-2025491,04-05-2025,2025,May,2025-05,CUST-1004,Ananya Iyer,South,Books & Media,Python Programming Book,4,36.16,144.64,Net Banking,Completed
ORD-2025492,05-03-2025,2025,Mar,2025-03,CUST-1005,Vikram Singh,West,Clothing,Leather Belt,5,87.34,436.7,Debit Card,Completed
ORD-2025493,10-06-2025,2025,Jun,2025-06,CUST-1008,Pooja Mukherjee,East,Home & Kitchen,Ergonomic Chair,5,224,1120,Net Banking,Completed
ORD-2025494,26-04-2025,2025,Apr,2025-04,CUST-1007,Siddharth Rao,South,Books & Media,Audiobook Subscription,3,37.84,113.52,Debit Card,Completed
ORD-2025495,08-12-2025,2025,Dec,2025-12,CUST-1003,Rohan Verma,North,Home & Kitchen,Ergonomic Chair,2,168.5,337,UPI,Completed
ORD-2025496,19-10-2025,2025,Oct,2025-10,CUST-1003,Rohan Verma,North,Home & Kitchen,Coffee Maker,3,89.07,267.21,Net Banking,Completed
ORD-2025497,12-03-2025,2025,Mar,2025-03,CUST-1004,Ananya Iyer,South,Books & Media,Sci-Fi Novel,5,45.02,225.1,Net Banking,Completed
ORD-2025498,10-06-2025,2025,Jun,2025-06,CUST-1003,Rohan Verma,North,Home & Kitchen,Coffee Maker,3,234.7,704.1,Credit Card,Completed
ORD-2025499,14-01-2025,2025,Jan,2025-01,CUST-1001,Aarav Sharma,North,Home & Kitchen,Ergonomic Chair,5,247.63,1238.15,Debit Card,Completed
ORD-2025500,28-12-2025,2025,Dec,2025-12,CUST-1010,Sneha Kulkarni,West,Home & Kitchen,Ergonomic Chair,2,233.74,467.48,Credit Card,Completed
ORD-2025501,08-11-2025,2025,Nov,2025-11,CUST-1009,Amit Joshi,West,Clothing,Denim Jacket,1,111.4,111.4,Net Banking,Completed
ORD-2025502,02-08-2025,2025,Aug,2025-08,CUST-1007,Siddharth Rao,South,Clothing,Hoodie,5,57.83,289.15,Credit Card,Completed
ORD-2025503,10-06-2025,2025,Jun,2025-06,CUST-1003,Rohan Verma,North,Clothing,Denim Jacket,1,103.18,103.18,Debit Card,Completed
ORD-2025504,03-06-2025,2025,Jun,2025-06,CUST-1003,Rohan Verma,North,Books & Media,Sci-Fi Novel,3,24.39,73.17,UPI,Completed
ORD-2025505,25-02-2025,2025,Feb,2025-02,CUST-1006,Neha Gupta,East,Home & Kitchen,Blender,3,105.33,315.99,Net Banking,Completed
ORD-2025506,05-04-2025,2025,Apr,2025-04,CUST-1010,Sneha Kulkarni,West,Clothing,Running Shoes,3,22.5,67.5,Net Banking,Pending
ORD-2025507,31-01-2025,2025,Jan,2025-01,CUST-1005,Vikram Singh,West,Clothing,Denim Jacket,2,117.72,235.44,Net Banking,Completed
ORD-2025508,09-03-2025,2025,Mar,2025-03,CUST-1001,Aarav Sharma,North,Electronics,Smartphone,3,1101.95,3305.85,Credit Card,Completed
ORD-2025509,06-08-2025,2025,Aug,2025-08,CUST-1009,Amit Joshi,West,Electronics,Smartphone,5,611.19,3055.95,Credit Card,Completed
ORD-2025510,01-09-2025,2025,Sep,2025-09,CUST-1002,Priya Patel,West,Books & Media,Data Science Handbook,2,59.74,119.48,Net Banking,Completed
ORD-2025511,20-05-2025,2025,May,2025-05,CUST-1006,Neha Gupta,East,Books & Media,Sci-Fi Novel,2,28.6,57.2,Debit Card,Completed
ORD-2025512,27-09-2025,2025,Sep,2025-09,CUST-1008,Pooja Mukherjee,East,Home & Kitchen,Desk Lamp,4,324.4,1297.6,Debit Card,Completed
ORD-2025513,24-04-2025,2025,Apr,2025-04,CUST-1005,Vikram Singh,West,Clothing,Hoodie,2,92.55,185.1,Credit Card,Completed
ORD-2025514,25-03-2025,2025,Mar,2025-03,CUST-1010,Sneha Kulkarni,West,Books & Media,Python Programming Book,4,25.47,101.88,Credit Card,Pending
ORD-2025515,21-02-2025,2025,Feb,2025-02,CUST-1003,Rohan Verma,North,Books & Media,Audiobook Subscription,5,40.59,202.95,Credit Card,Completed
ORD-2025516,13-06-2025,2025,Jun,2025-06,CUST-1009,Amit Joshi,West,Home & Kitchen,Desk Lamp,4,81.27,325.08,UPI,Cancelled
ORD-2025517,15-06-2025,2025,Jun,2025-06,CUST-1004,Ananya Iyer,South,Home & Kitchen,Blender,3,229.55,688.65,Debit Card,Completed
ORD-2025518,08-07-2025,2025,Jul,2025-07,CUST-1005,Vikram Singh,West,Electronics,Smartwatch,2,1060.17,2120.34,Credit Card,Completed
ORD-2025519,01-04-2025,2025,Apr,2025-04,CUST-1004,Ananya Iyer,South,Books & Media,Data Science Handbook,2,24.97,49.94,Debit Card,Completed
ORD-2025520,07-05-2025,2025,May,2025-05,CUST-1006,Neha Gupta,East,Electronics,Smartwatch,5,1082.14,5410.7,UPI,Completed
ORD-2025521,28-07-2025,2025,Jul,2025-07,CUST-1001,Aarav Sharma,North,Home & Kitchen,Desk Lamp,4,119.17,476.68,Net Banking,Completed
ORD-2025522,28-06-2025,2025,Jun,2025-06,CUST-1001,Aarav Sharma,North,Clothing,Denim Jacket,3,25.19,75.57,UPI,Completed
ORD-2025523,15-02-2025,2025,Feb,2025-02,CUST-1003,Rohan Verma,North,Home & Kitchen,Desk Lamp,5,293.12,1465.6,UPI,Completed
ORD-2025524,01-01-2025,2025,Jan,2025-01,CUST-1009,Amit Joshi,West,Electronics,Smartwatch,3,444.92,1334.76,Credit Card,Pending
ORD-2025525,13-10-2025,2025,Oct,2025-10,CUST-1009,Amit Joshi,West,Home & Kitchen,Desk Lamp,3,41.74,125.22,UPI,Completed
ORD-2025526,06-07-2025,2025,Jul,2025-07,CUST-1001,Aarav Sharma,North,Clothing,Hoodie,3,21.96,65.88,Credit Card,Completed
ORD-2025527,28-08-2025,2025,Aug,2025-08,CUST-1002,Priya Patel,West,Electronics,Laptop,5,903.49,4517.45,Credit Card,Completed
ORD-2025528,14-08-2025,2025,Aug,2025-08,CUST-1007,Siddharth Rao,South,Home & Kitchen,Coffee Maker,1,205.49,205.49,Credit Card,Completed
ORD-2025529,02-07-2025,2025,Jul,2025-07,CUST-1003,Rohan Verma,North,Home & Kitchen,Blender,3,318.95,956.85,UPI,Completed
ORD-2025530,26-03-2025,2025,Mar,2025-03,CUST-1006,Neha Gupta,East,Home & Kitchen,Blender,4,137.38,549.52,UPI,Completed
ORD-2025531,04-10-2025,2025,Oct,2025-10,CUST-1004,Ananya Iyer,South,Home & Kitchen,Coffee Maker,4,44.75,179,UPI,Completed
ORD-2025532,06-06-2025,2025,Jun,2025-06,CUST-1006,Neha Gupta,East,Books & Media,Sci-Fi Novel,4,18.04,72.16,Debit Card,Completed
ORD-2025533,26-08-2025,2025,Aug,2025-08,CUST-1005,Vikram Singh,West,Books & Media,Data Science Handbook,4,41.2,164.8,Debit Card,Completed
ORD-2025534,21-11-2025,2025,Nov,2025-11,CUST-1006,Neha Gupta,East,Books & Media,Sci-Fi Novel,5,56.85,284.25,Credit Card,Completed
ORD-2025535,24-02-2025,2025,Feb,2025-02,CUST-1006,Neha Gupta,East,Books & Media,Audiobook Subscription,2,29.88,59.76,Net Banking,Completed
ORD-2025536,07-08-2025,2025,Aug,2025-08,CUST-1005,Vikram Singh,West,Electronics,Wireless Headphones,3,287.19,861.57,Net Banking,Completed
ORD-2025537,25-05-2025,2025,May,2025-05,CUST-1009,Amit Joshi,West,Home & Kitchen,Ergonomic Chair,4,253.51,1014.04,UPI,Completed
ORD-2025538,01-08-2025,2025,Aug,2025-08,CUST-1006,Neha Gupta,East,Home & Kitchen,Blender,2,70.48,140.96,Debit Card,Pending
ORD-2025539,26-11-2025,2025,Nov,2025-11,CUST-1010,Sneha Kulkarni,West,Clothing,Cotton T-Shirt,5,46.23,231.15,Net Banking,Pending
ORD-2025540,25-05-2025,2025,May,2025-05,CUST-1002,Priya Patel,West,Electronics,Smartwatch,3,340.49,1021.47,Credit Card,Completed
ORD-2025541,24-03-2025,2025,Mar,2025-03,CUST-1004,Ananya Iyer,South,Books & Media,Productivity Planner,4,49.57,198.28,Debit Card,Pending
ORD-2025542,19-12-2025,2025,Dec,2025-12,CUST-1006,Neha Gupta,East,Electronics,4K Monitor,3,1117.85,3353.55,Net Banking,Completed
ORD-2025543,04-09-2025,2025,Sep,2025-09,CUST-1004,Ananya Iyer,South,Home & Kitchen,Air Fryer,2,166.79,333.58,UPI,Completed
ORD-2025544,14-12-2025,2025,Dec,2025-12,CUST-1008,Pooja Mukherjee,East,Books & Media,Productivity Planner,2,51.45,102.9,Net Banking,Completed
ORD-2025545,04-12-2025,2025,Dec,2025-12,CUST-1004,Ananya Iyer,South,Clothing,Running Shoes,2,75.3,150.6,Net Banking,Completed
ORD-2025546,03-02-2025,2025,Feb,2025-02,CUST-1009,Amit Joshi,West,Home & Kitchen,Coffee Maker,2,297.62,595.24,UPI,Completed
ORD-2025547,21-04-2025,2025,Apr,2025-04,CUST-1004,Ananya Iyer,South,Books & Media,Productivity Planner,4,20.48,81.92,UPI,Completed
ORD-2025548,08-04-2025,2025,Apr,2025-04,CUST-1005,Vikram Singh,West,Home & Kitchen,Coffee Maker,2,136.69,273.38,UPI,Completed
ORD-2025549,31-08-2025,2025,Aug,2025-08,CUST-1010,Sneha Kulkarni,West,Clothing,Denim Jacket,5,34.47,172.35,Credit Card,Cancelled
ORD-2025550,03-04-2025,2025,Apr,2025-04,CUST-1006,Neha Gupta,East,Electronics,Smartwatch,4,563.19,2252.76,Net Banking,Completed
ORD-2025151,25-10-2025,2025,Oct,2025-10,CUST-1004,Ananya Iyer,South,Home & Kitchen,Desk Lamp,5,45.53,227.65,UPI,Completed
ORD-2025152,28-05-2025,2025,May,2025-05,CUST-1008,Pooja Mukherjee,East,Clothing,Cotton T-Shirt,1,116.97,116.97,Net Banking,Completed
ORD-2025153,15-02-2025,2025,Feb,2025-02,CUST-1008,Pooja Mukherjee,East,Home & Kitchen,Blender,3,180.94,542.82,UPI,Completed
ORD-2025154,26-07-2025,2025,Jul,2025-07,CUST-1007,Siddharth Rao,South,Clothing,Denim Jacket,3,60.17,180.51,UPI,Completed
